timestamp,timestamp_sample,control[0],control[1],control[2],control[3],control[4],control[5],control[6],control[7]
2480611279,2480611204,0.07634851,0.018556746,0.010617616,0.0,0.0,0.0,0.0,0.0
2480715276,2480715198,0.0757308,0.018423123,-0.0019380125,0.0,0.0,0.0,0.0,0.0
2480816132,2480815991,0.07976249,0.02515314,0.0014233885,0.0,0.0,0.0,0.0,0.0
2480916078,2480916000,0.07126237,0.018953124,-0.004611155,0.0,0.0,0.0,0.0,0.0
2481020070,2481019990,0.06768356,-0.0031683426,-0.00391921,0.0,0.0,0.0,0.0,0.0
2481124068,2481123989,0.07161079,0.0056712804,-0.008108482,0.0,0.0,0.0,0.0,0.0
2481224843,2481224768,0.07597986,0.020395868,-0.00566236,0.0,0.0,0.0,0.0,0.0
2481328843,2481328768,0.084188044,0.032554157,-0.0026203932,0.0,0.0,0.0,0.0,0.0
2481428867,2481428789,0.07594442,0.039808508,0.001656016,0.0,0.0,0.0,0.0,0.0
2481528864,2481528790,0.07256153,0.025437176,-0.001815869,0.0,0.0,0.0,0.0,0.0
2481629664,2481629590,0.08053213,0.001844719,0.00967092,0.0,0.0,0.0,0.0,0.0
2481733661,2481733587,0.070563495,0.010629829,0.007782265,0.0,0.0,0.0,0.0,0.0
2481833664,2481833590,0.08720063,0.012756225,0.009451507,0.0,0.0,0.0,0.0,0.0
2481937663,2481937589,0.07103062,0.028808076,0.0072383857,0.0,0.0,0.0,0.0,0.0
2482038494,2482038413,0.071511194,0.0376397,0.001412732,0.0,0.0,0.0,0.0,0.0
2482138464,2482138390,0.07183087,0.0121495975,0.0009914257,0.0,0.0,0.0,0.0,0.0
2482242450,2482242369,0.062202204,0.03536085,-0.002712425,0.3727216,0.0,0.0,0.0,0.0
2482343271,2482343194,-0.015886784,0.029622667,-0.0030212048,0.5863145,0.0,0.0,0.0,0.0
2482443269,2482443193,-0.03947754,-0.032761056,-0.010954685,0.70477426,0.0,0.0,0.0,0.0
2482543267,2482543192,-0.081870124,0.006854357,-0.008892877,0.7435971,0.0,0.0,0.0,0.0
2482647276,2482647197,-0.038776435,0.0025395616,-0.017760871,0.76238626,0.0,0.0,0.0,0.0
2482748076,2482747997,-0.033405412,-0.00860811,-0.010671442,0.46603253,0.0,0.0,0.0,0.0
2482848089,2482848008,-0.05660449,-0.012070874,-0.0067167953,0.23869036,0.0,0.0,0.0,0.0
2482952075,2482951996,-0.04651388,-0.036227822,-0.004812613,0.13007389,0.0,0.0,0.0,0.0
2483052079,2483051996,0.16264184,-0.21714024,-0.029006215,0.12405068,0.0,0.0,0.0,0.0
2483152844,2483152768,0.22751915,-0.104370676,-0.043089498,0.24944204,0.0,0.0,0.0,0.0
2483256844,2483256768,-0.13622528,0.097648315,-0.021380037,0.3674728,0.0,0.0,0.0,0.0
2483356844,2483356768,-0.057375286,0.00513128,-0.014995988,0.43196693,0.0,0.0,0.0,0.0
2483456871,2483456796,-0.026340589,-0.0059098653,-0.012103978,0.46317157,0.0,0.0,0.0,0.0
2483561702,2483561590,-0.070837624,-0.01914657,0.008030304,0.48367295,0.0,0.0,0.0,0.0
2483661702,2483661590,0.011432333,-0.054935846,-0.013260951,0.47824264,0.0,0.0,0.0,0.0
2483761737,2483761621,-0.008164684,-0.003910032,-0.0015829192,0.4801917,0.0,0.0,0.0,0.0
2483865665,2483865590,-0.017268334,-0.05318523,-0.014139025,0.47032157,0.0,0.0,0.0,0.0
2483966465,2483966390,-0.019367035,-0.007241551,-0.011545114,0.46620464,0.0,0.0,0.0,0.0
2484066465,2484066389,-0.024596766,-0.049680404,-0.02152435,0.46555418,0.0,0.0,0.0,0.0
2484170465,2484170390,-0.029430624,-0.016500458,-0.021555716,0.47807142,0.0,0.0,0.0,0.0
2484271283,2484271208,-0.021540208,-0.005031352,-0.021894852,0.4800372,0.0,0.0,0.0,0.0
2484371269,2484371193,-0.029918289,-0.037158784,-0.030150509,0.4766582,0.0,0.0,0.0,0.0
2484475272,2484475193,-0.0032472024,-0.054248005,-0.011631034,0.47655767,0.0,0.0,0.0,0.0
2484579270,2484579191,0.0074161906,-0.056622177,-0.018285077,0.48594493,0.0,0.0,0.0,0.0
2484679274,2484679198,-0.01724964,-0.02660082,-0.002532499,0.47743875,0.0,0.0,0.0,0.0
2484780084,2484780002,-0.034570746,0.011453417,0.0065353136,0.47747526,0.0,0.0,0.0,0.0
2484884126,2484883990,-0.025420418,-0.05748409,0.0037284028,0.48571408,0.0,0.0,0.0,0.0
2484988078,2484987997,0.0055817803,-0.060476214,-0.0032573573,0.48641518,0.0,0.0,0.0,0.0
2485088844,2485088768,-0.013460319,-0.044318553,0.005627886,0.48701888,0.0,0.0,0.0,0.0
2485192844,2485192768,0.010205597,-0.073363826,-0.002911629,0.49404752,0.0,0.0,0.0,0.0
2485292844,2485292768,0.0012394004,-0.051679246,0.008980976,0.49185514,0.0,0.0,0.0,0.0
2485392844,2485392768,-0.018875815,-0.045521453,0.0015496854,0.4931169,0.0,0.0,0.0,0.0
2485493671,2485493596,-0.01660557,-0.042068336,0.004814055,0.49397254,0.0,0.0,0.0,0.0
2485597674,2485597595,0.0044441437,-0.06622573,0.0011090068,0.48550743,0.0,0.0,0.0,0.0
2485697674,2485697596,0.004641451,-0.055801865,0.007871956,0.48914123,0.0,0.0,0.0,0.0
2485801711,2485801595,-0.024873247,-0.0599408,0.0034757406,0.49044883,0.0,0.0,0.0,0.0
2485902458,2485902383,-0.03381999,-0.06653577,0.013224186,0.49430662,0.0,0.0,0.0,0.0
2486002465,2486002390,-0.018583912,-0.05961007,0.013965877,0.5095442,0.0,0.0,0.0,0.0
2486106474,2486106390,0.0075535756,-0.034796625,0.0110267345,0.5061803,0.0,0.0,0.0,0.0
2486206466,2486206390,0.0016783499,-0.019242782,0.00073214294,0.50726354,0.0,0.0,0.0,0.0
2486307267,2486307191,-0.021350797,-0.05494283,0.0115671,0.511975,0.0,0.0,0.0,0.0
2486407270,2486407191,0.01316544,-0.0942886,-0.0072591417,0.50791746,0.0,0.0,0.0,0.0
2486511272,2486511194,-0.021925617,-0.013867917,0.0050388398,0.5181635,0.0,0.0,0.0,0.0
2486611264,2486611193,0.006718041,-0.09502998,-0.008733607,0.5324512,0.0,0.0,0.0,0.0
2486712081,2486712002,-0.0051958165,-0.02937575,-0.007303685,0.5376131,0.0,0.0,0.0,0.0
2486816074,2486815990,0.011911228,-0.0051748846,-0.0019989014,0.530978,0.0,0.0,0.0,0.0
2486916068,2486915990,-0.035236094,-0.07128532,-0.012191804,0.5300411,0.0,0.0,0.0,0.0
2487016067,2487015990,-0.01025315,-0.0204243,-0.00680295,0.52525526,0.0,0.0,0.0,0.0
2487120847,2487120771,-0.02348142,-0.034007475,-0.0033289497,0.52646214,0.0,0.0,0.0,0.0
2487220844,2487220768,-0.017581236,-0.039367612,-0.022251667,0.6311327,0.0,0.0,0.0,0.0
2487320844,2487320768,-0.009067585,-0.09033295,-0.021448622,0.7235604,0.0,0.0,0.0,0.0
2487424844,2487424768,-0.01224228,-0.120056555,-0.008579159,0.5885868,0.0,0.0,0.0,0.0
2487525665,2487525590,-0.026170496,-0.06925688,-0.001797892,0.5098641,0.0,0.0,0.0,0.0
2487625689,2487625612,0.016368296,-0.021034446,-0.0054434,0.5001122,0.0,0.0,0.0,0.0
2487729643,2487729567,-0.011266085,-0.058724083,-0.006369788,0.50925016,0.0,0.0,0.0,0.0
2487830477,2487830389,-0.0060956143,-0.061195184,-0.002681364,0.5186006,0.0,0.0,0.0,0.0
2487930465,2487930390,0.0006435262,-0.05327289,0.0016470782,0.52130985,0.0,0.0,0.0,0.0
2488034466,2488034390,-0.022257525,-0.07296267,0.0011702743,0.524102,0.0,0.0,0.0,0.0
2488139250,2488139171,0.005358604,-0.06588736,-0.0012864185,0.5234267,0.0,0.0,0.0,0.0
2488239247,2488239171,0.0009213346,-0.06613881,0.006731473,0.52281505,0.0,0.0,0.0,0.0
2488339271,2488339195,-0.007971598,-0.10609624,-0.002508291,0.51597583,0.0,0.0,0.0,0.0
2488443273,2488443191,-0.011921301,-0.047402352,0.0050373394,0.5162753,0.0,0.0,0.0,0.0
2488543268,2488543192,-0.011861624,-0.08617666,-0.0031342427,0.5176338,0.0,0.0,0.0,0.0
2488644088,2488644002,0.012988707,-0.06370314,0.00500072,0.5196182,0.0,0.0,0.0,0.0
2488748071,2488747990,-0.009199999,-0.0757143,0.0039318847,0.5266617,0.0,0.0,0.0,0.0
2488848067,2488847990,0.0026016403,-0.052985564,0.009868207,0.51623726,0.0,0.0,0.0,0.0
2488948134,2488947990,0.013704787,-0.04202909,-0.002151196,0.50418776,0.0,0.0,0.0,0.0
2489052883,2489052796,-0.015165132,-0.071329266,0.0020505562,0.5192133,0.0,0.0,0.0,0.0
2489152852,2489152776,0.024871334,-0.06799658,-0.0053508277,0.5215232,0.0,0.0,0.0,0.0
2489252844,2489252768,-0.016614228,-0.038713224,0.0109458715,0.5316477,0.0,0.0,0.0,0.0
2489356875,2489356796,0.0119278785,-0.062181003,0.00027233257,0.52071714,0.0,0.0,0.0,0.0
2489461708,2489461596,0.07297219,-0.10830542,0.107020676,0.5221551,0.0,0.0,0.0,0.0
2489561708,2489561595,0.030481828,-0.067080624,0.1999203,0.51740664,0.0,0.0,0.0,0.0
2489665676,2489665601,-0.014521245,-0.072936974,0.25289306,0.49659607,0.0,0.0,0.0,0.0
2489765677,2489765601,-0.077798374,-0.15781681,0.17688413,0.48068157,0.0,0.0,0.0,0.0
2489866471,2489866396,-0.06283352,-0.10350949,0.12706044,0.46709624,0.0,0.0,0.0,0.0
2489970472,2489970390,-0.04378704,-0.062124074,0.10634966,0.4698351,0.0,0.0,0.0,0.0
2490070465,2490070389,-0.050208524,-0.089624405,0.08785356,0.47386312,0.0,0.0,0.0,0.0
2490171252,2490171176,-0.049335185,-0.06561635,0.07539298,0.4770861,0.0,0.0,0.0,0.0
2490271250,2490271175,-0.06972158,-0.03932976,0.0689656,0.48094612,0.0,0.0,0.0,0.0
2490375293,2490375208,-0.09800351,-0.056110464,0.064328715,0.49222255,0.0,0.0,0.0,0.0
2490475275,2490475196,-0.09719247,-0.044209816,0.064038284,0.49046227,0.0,0.0,0.0,0.0
2490576088,2490576002,-0.098128736,0.0037348503,0.06463342,0.48728934,0.0,0.0,0.0,0.0
2490680074,2490679989,-0.072210975,-0.018487655,0.074309096,0.48524892,0.0,0.0,0.0,0.0
2490780073,2490779996,-0.094936244,-0.017500985,0.07630297,0.47806597,0.0,0.0,0.0,0.0
2490880073,2490879996,-0.082217164,0.008241657,0.07199699,0.46799937,0.0,0.0,0.0,0.0
2490983274,2490983199,-0.077343404,0.025303582,0.06718732,0.4535289,0.0,0.0,0.0,0.0
2491084866,2491084790,-0.027168563,0.0718018,0.069468975,0.4366718,0.0,0.0,0.0,0.0
2491184844,2491184768,-0.03362702,0.03523108,0.056591086,0.43957567,0.0,0.0,0.0,0.0
2491288844,2491288768,-0.045344137,0.08128163,0.0459905,0.4448299,0.0,0.0,0.0,0.0
2491389665,2491389590,-0.039296437,0.07964942,0.04174809,0.45186174,0.0,0.0,0.0,0.0
2491489638,2491489561,-0.018026423,0.10765239,0.038414158,0.44996607,0.0,0.0,0.0,0.0
2491593675,2491593590,0.00010130741,0.08740523,0.032698095,0.45365247,0.0,0.0,0.0,0.0
2491697665,2491697590,0.012546016,0.052914117,0.045916684,0.45948568,0.0,0.0,0.0,0.0
2491798465,2491798390,0.009178548,0.055858713,0.04912821,0.46218917,0.0,0.0,0.0,0.0
2491902471,2491902390,0.020321235,0.060964152,0.052795187,0.46847934,0.0,0.0,0.0,0.0
2492002465,2492002390,0.062900834,0.032259688,0.04057859,0.48459983,0.0,0.0,0.0,0.0
2492102465,2492102390,0.0581775,0.017787594,0.03267452,0.4971906,0.0,0.0,0.0,0.0
2492203246,2492203171,0.022530371,0.008983476,0.030190991,0.51035184,0.0,0.0,0.0,0.0
2492307283,2492307207,0.04764641,-0.010212601,0.022290573,0.5186954,0.0,0.0,0.0,0.0
2492407284,2492407208,0.039172865,-0.027119946,-0.01812483,0.51505506,0.0,0.0,0.0,0.0
2492511267,2492511192,0.014400057,-0.049895547,0.013004724,0.5058569,0.0,0.0,0.0,0.0
2492612070,2492611991,0.035860017,-0.017831132,0.06745206,0.50568837,0.0,0.0,0.0,0.0
2492712073,2492711996,0.02029729,-0.011809923,0.07691406,0.49922252,0.0,0.0,0.0,0.0
2492812073,2492811996,0.022644622,-0.06475589,0.09065654,0.50016993,0.0,0.0,0.0,0.0
2492916872,2492916796,-0.016442325,-0.08071408,0.07351692,0.5114877,0.0,0.0,0.0,0.0
2493016865,2493016789,-0.040726144,-0.044535704,0.06652996,0.5151959,0.0,0.0,0.0,0.0
2493116864,2493116789,-0.00042021065,-0.07226466,0.06752899,0.5113807,0.0,0.0,0.0,0.0
2493220844,2493220768,-0.043462068,-0.08152615,0.055259578,0.49797806,0.0,0.0,0.0,0.0
2493321705,2493321590,-0.062381465,-0.03164906,0.0434112,0.4823106,0.0,0.0,0.0,0.0
2493421723,2493421614,-0.06390255,-0.058004793,0.03469208,0.4630799,0.0,0.0,0.0,0.0
2493525665,2493525589,-0.07032583,-0.020365635,0.03816814,0.45163652,0.0,0.0,0.0,0.0
2493625664,2493625589,-0.0920161,-0.06768898,0.031521965,0.4491847,0.0,0.0,0.0,0.0
2493726465,2493726390,-0.23945755,0.028490456,0.043502353,0.45358622,0.0,0.0,0.0,0.0
2493830472,2493830394,0.043044306,0.021250801,0.054721355,0.4231926,0.0,0.0,0.0,0.0
2493930471,2493930396,-0.05291204,-0.0062024724,0.060193107,0.43638095,0.0,0.0,0.0,0.0
2494030471,2494030390,-0.056995623,0.0114112785,0.06891074,0.4366654,0.0,0.0,0.0,0.0
2494135247,2494135171,-0.06004362,0.04487897,0.07895574,0.43616128,0.0,0.0,0.0,0.0
2494235247,2494235171,-0.032994326,0.039352775,0.07509849,0.44159642,0.0,0.0,0.0,0.0
2494335251,2494335176,-0.050579727,0.07247039,0.063157976,0.433608,0.0,0.0,0.0,0.0
2494439267,2494439192,-0.021035418,0.0968346,0.060828928,0.40704286,0.0,0.0,0.0,0.0
2494540071,2494539989,0.0024349382,0.13431172,0.058276765,0.38133362,0.0,0.0,0.0,0.0
2494640067,2494639990,-0.041571867,0.06130176,-0.39891878,0.39659783,0.0,0.0,0.0,0.0
2494744073,2494743996,-0.0484006,0.09777643,-0.2703505,0.38011423,0.0,0.0,0.0,0.0
2494844073,2494843996,-0.040373813,0.0707356,-0.18239078,0.36894816,0.0,0.0,0.0,0.0
2494944878,2494944803,0.050242763,0.048130438,-0.117124885,0.38828215,0.0,0.0,0.0,0.0
2495044871,2495044796,0.03926222,0.0073168003,-0.080933765,0.41618785,0.0,0.0,0.0,0.0
2495148874,2495148795,-0.0021212501,0.12363807,-0.049209267,0.4386143,0.0,0.0,0.0,0.0
2495248844,2495248768,-0.0033705358,0.09743382,-0.030339679,0.45209655,0.0,0.0,0.0,0.0
2495349674,2495349595,0.004002157,0.070667446,-0.029206825,0.4581276,0.0,0.0,0.0,0.0
2495453669,2495453591,0.016174214,0.046992157,-0.017917717,0.46897912,0.0,0.0,0.0,0.0
2495553679,2495553596,0.013447279,0.06330489,-0.031930953,0.4751837,0.0,0.0,0.0,0.0
2495653671,2495653596,0.00779193,0.03304162,-0.036584683,0.47692686,0.0,0.0,0.0,0.0
2495758468,2495758390,0.0014120359,0.025519945,-0.04567025,0.4831263,0.0,0.0,0.0,0.0
2495858465,2495858390,0.00075641484,0.053876534,-0.042274795,0.4821282,0.0,0.0,0.0,0.0
2495962471,2495962390,0.022267083,-0.0134944385,-0.053971644,0.48768395,0.0,0.0,0.0,0.0
2496063260,2496063184,0.005449505,0.030797621,-0.045121208,0.4887825,0.0,0.0,0.0,0.0
2496163249,2496163173,0.0013441406,0.040085502,-0.040051408,0.48846486,0.0,0.0,0.0,0.0
2496263249,2496263173,0.01253425,0.017993122,-0.041642647,0.4914134,0.0,0.0,0.0,0.0
2496367253,2496367178,0.00072789565,0.02495502,-0.03248269,0.4906055,0.0,0.0,0.0,0.0
2496468069,2496467989,0.002160538,0.0024596343,-0.031800453,0.49192593,0.0,0.0,0.0,0.0
2496568143,2496568002,0.011925009,-0.017302975,-0.038918786,0.49068406,0.0,0.0,0.0,0.0
2496672067,2496671990,-0.0019046469,0.030818298,-0.026135739,0.48670015,0.0,0.0,0.0,0.0
2496772069,2496771990,0.009857891,0.02128187,-0.02844238,0.48433065,0.0,0.0,0.0,0.0
2496872865,2496872790,0.0022757612,-0.022876093,-0.024954509,0.49018213,0.0,0.0,0.0,0.0
2496976865,2496976790,0.0041741095,-0.0047918595,-0.021281388,0.48817664,0.0,0.0,0.0,0.0
2497076865,2497076790,0.010909677,0.007058221,-0.0143075865,0.48650417,0.0,0.0,0.0,0.0
2497176868,2497176790,-0.0075787986,0.049665976,-0.012321085,0.48275793,0.0,0.0,0.0,0.0
2497281705,2497281590,-0.0024706302,0.029413305,-0.011217698,0.48550105,0.0,0.0,0.0,0.0
2497381702,2497381590,0.008498278,0.012569409,-0.018543318,0.4929835,0.0,0.0,0.0,0.0
2497481727,2497481613,0.0053919083,-0.015927032,-0.021590577,0.49047473,0.0,0.0,0.0,0.0
2497585674,2497585595,0.0140513275,-0.018427853,-0.026166901,0.48138413,0.0,0.0,0.0,0.0
2497686465,2497686390,0.00048517087,-0.014809892,-0.017156607,0.47995377,0.0,0.0,0.0,0.0
2497786465,2497786390,0.009979879,0.025934214,-0.012744311,0.48230922,0.0,0.0,0.0,0.0
2497890467,2497890389,0.011842503,-0.011673648,-0.02346919,0.4866578,0.0,0.0,0.0,0.0
2497991275,2497991199,0.0125963595,0.034194127,-0.015635692,0.4903652,0.0,0.0,0.0,0.0
2498091254,2498091178,-0.008759666,0.041694697,-0.02126306,0.4897682,0.0,0.0,0.0,0.0
2498195248,2498195172,0.00198993,0.013284979,-0.017658312,0.4892671,0.0,0.0,0.0,0.0
2498295246,2498295171,0.013160311,0.02685598,-0.019049294,0.48850372,0.0,0.0,0.0,0.0
2498395263,2498395181,0.014738222,-0.013516708,-0.028456353,0.48041973,0.0,0.0,0.0,0.0
2498496076,2498495997,0.025665179,-0.004944718,-0.0296368,0.35934392,0.0,0.0,0.0,0.0
2498600079,2498599996,0.029881082,-0.026895203,-0.037322212,0.30222276,0.0,0.0,0.0,0.0
2498700080,2498699996,0.034936924,-0.002033248,0.06990451,0.2718825,0.0,0.0,0.0,0.0
2498800866,2498800790,0.0050705397,-0.010466205,0.18176885,0.33426568,0.0,0.0,0.0,0.0
2498904868,2498904789,0.030218782,-0.006647519,0.17732367,0.3755739,0.0,0.0,0.0,0.0
2499004865,2499004790,0.008343231,0.0034222715,0.13227823,0.40840313,0.0,0.0,0.0,0.0
2499108868,2499108789,0.038777024,0.060029894,0.07821788,0.43590945,0.0,0.0,0.0,0.0
2499209644,2499209568,-0.0011737673,-0.010805577,0.018009545,0.44820902,0.0,0.0,0.0,0.0
2499309665,2499309590,-0.012041468,-0.00041967258,0.005746558,0.4615905,0.0,0.0,0.0,0.0
2499409665,2499409590,0.011676237,-0.055255063,-0.06456424,0.46453723,0.0,0.0,0.0,0.0
2499513667,2499513592,0.010085213,-0.061931893,-0.04168216,0.46714276,0.0,0.0,0.0,0.0
2499614468,2499614390,0.040666476,-0.037041344,-0.02882384,0.4643211,0.0,0.0,0.0,0.0
2499714474,2499714390,-0.01267118,-0.027574569,-0.011926157,0.46048346,0.0,0.0,0.0,0.0
2499818465,2499818390,0.013978037,-0.059830695,-0.024554487,0.464184,0.0,0.0,0.0,0.0
2499918465,2499918390,0.014869783,-0.03121167,-0.018759817,0.47855303,0.0,0.0,0.0,0.0
2500019274,2500019198,0.031184489,-0.058857594,-0.01103682,0.4758112,0.0,0.0,0.0,0.0
2500123247,2500123171,-0.025075488,-0.010835822,0.012542693,0.4782118,0.0,0.0,0.0,0.0
2500227246,2500227171,0.004970966,-0.074585274,0.008331779,0.48447937,0.0,0.0,0.0,0.0
2500327249,2500327171,-0.01448194,-0.026254646,0.017746251,0.4862823,0.0,0.0,0.0,0.0
2500428069,2500427990,0.001823169,0.002314659,0.018381098,0.49033463,0.0,0.0,0.0,0.0
2500532071,2500531990,-0.025022246,-0.012855066,0.02481443,0.4828945,0.0,0.0,0.0,0.0
2500632067,2500631990,-0.011547569,-0.04793579,0.012060342,0.47754288,0.0,0.0,0.0,0.0
2500736073,2500735995,-0.023287015,-0.03388114,0.020137813,0.4809497,0.0,0.0,0.0,0.0
2500836880,2500836804,-0.021603394,-0.052094474,0.0035530971,0.4854908,0.0,0.0,0.0,0.0
2500936879,2500936803,-0.008366418,-0.06266937,0.00260858,0.47893196,0.0,0.0,0.0,0.0
2501040872,2501040797,-0.0056622988,-0.022429734,0.008786039,0.49237007,0.0,0.0,0.0,0.0
2501140871,2501140796,0.017463338,-0.06062532,0.0021363026,0.49325004,0.0,0.0,0.0,0.0
2501241681,2501241568,-0.0052267564,-0.050850414,0.007370667,0.49521294,0.0,0.0,0.0,0.0
2501341710,2501341595,-0.011080492,-0.019471822,0.011749662,0.49096352,0.0,0.0,0.0,0.0
2501445671,2501445596,-0.014890634,-0.09328586,-0.0012888392,0.49836984,0.0,0.0,0.0,0.0
2501546465,2501546390,-0.001276837,-0.038248762,0.007987356,0.4974042,0.0,0.0,0.0,0.0
2501646471,2501646390,-0.017406467,-0.07235359,0.009007076,0.44890663,0.0,0.0,0.0,0.0
2501750468,2501750390,-0.024783535,-0.0070593823,0.0064692893,0.44296026,0.0,0.0,0.0,0.0
2501850471,2501850395,0.0068165697,-0.063530825,0.025771726,0.44363704,0.0,0.0,0.0,0.0
2501951272,2501951193,-0.010500408,-0.05278823,0.02973781,0.39954677,0.0,0.0,0.0,0.0
2502055280,2502055201,-0.019921485,-0.05725409,-0.019685285,0.46274662,0.0,0.0,0.0,0.0
2502155248,2502155172,-0.0017544003,-0.029394783,-0.024649352,0.4975819,0.0,0.0,0.0,0.0
2502255246,2502255171,-0.00031038653,-0.11357133,-0.020722862,0.51310307,0.0,0.0,0.0,0.0
